Flat LSTM
Epoch,Mean Squared Error,Root Mean Squared Error
0,0.10575161129236221,0.32519472826656065
1,0.10140512883663177,0.318441719686086
2,0.09739131480455399,0.3120758157957037
3,0.0936884805560112,0.3060857405303475
4,0.09027356654405594,0.30045559829042284
5,0.08712440729141235,0.29516843884706295
6,0.08422090113162994,0.29020837536437494
7,0.08154508471488953,0.28556099998930096
8,0.07908080518245697,0.28121309568093905
9,0.07681313902139664,0.2771518338770224
10,0.07472798228263855,0.2733641934903665
11,0.07281192392110825,0.26983684685585146
12,0.07105197012424469,0.26655575425085964
13,0.0694357380270958,0.2635066185641184
14,0.06795130670070648,0.260674714348566
15,0.0665874034166336,0.25804535147263086
16,0.06533338874578476,0.25560396856423173
17,0.06417927145957947,0.25333628137236774
18,0.06311577558517456,0.25122853258572075
19,0.06213429570198059,0.249267518345212
20,0.061226941645145416,0.2474407841184339
21,0.060386501252651215,0.24573665020230745
22,0.0596063956618309,0.24414421078909673
23,0.058880679309368134,0.24265341396602713
24,0.05820399150252342,0.24125503414959742
25,0.05757150426506996,0.23994062654137993
26,0.05697888880968094,0.23870251110887153
27,0.056422263383865356,0.23753370999474024
28,0.05589815601706505,0.2364279087101712
29,0.0554034598171711,0.23537939548136133
30,0.05493542179465294,0.2343830663564519
31,0.05449157953262329,0.23343431524226102
32,0.054069746285676956,0.23252902245886847
33,0.053668003529310226,0.23166355675701394
34,0.0532846637070179,0.23083471079328147
35,0.05291824787855148,0.23003966588080302
36,0.052567463368177414,0.22927595462275893
37,0.05223122239112854,0.22854151130840222
38,0.051908574998378754,0.2278345342532136
39,0.0515986904501915,0.22715345132793271
40,0.051300887018442154,0.22649699119070468
41,0.05101458728313446,0.22586409029133972
42,0.05073924735188484,0.2252537399287409
43,0.050474461168050766,0.2246652202011935
44,0.050219807773828506,0.22409776387511882
45,0.049974944442510605,0.22355076479965486
46,0.0497395358979702,0.22302362183851782
47,0.04951328784227371,0.22251581481385477
48,0.049295879900455475,0.2220267549203372
49,0.04908701032400131,0.22155588532919027
50,0.04888638108968735,0.22110264830998147
51,0.0486936941742897,0.2206664772327
52,0.048508621752262115,0.2202467292657535
53,0.04833085089921951,0.21984278678005223
54,0.04816005751490593,0.2194539986304782
55,0.0479959137737751,0.21907969731076202
56,0.04783808812499046,0.21871919926012545
57,0.04768622666597366,0.2183717625197307
58,0.04754001274704933,0.21803672339092176
59,0.047399088740348816,0.2177133177836138
60,0.04726314917206764,0.21740089505811067
61,0.047131847590208054,0.21709870471794174
62,0.04700488597154617,0.21680610224702204
63,0.04688192903995514,0.21652235228713718
64,0.04676269739866257,0.2162468436732952
65,0.04664690047502518,0.21597893525764308
66,0.046534258872270584,0.2157180077607583
67,0.04642451927065849,0.21546349869678272
68,0.04631742089986801,0.21521482500020303
69,0.04621274769306183,0.21497150437456083
70,0.04611027613282204,0.21473303456343656
71,0.046009812504053116,0.21449898019350375
72,0.04591118171811104,0.21426894716246458
73,0.045814190059900284,0.2140424959205538
74,0.04571870341897011,0.21381932424121564
75,0.04562458023428917,0.21359911103347123
76,0.04553170129656792,0.21338158612347016
77,0.045439962297677994,0.21316651307763607
78,0.045349255204200745,0.21295364567013345
79,0.0452594980597496,0.21274279790335937
80,0.045170627534389496,0.21253382680032254
81,0.045082561671733856,0.21232654490603348
82,0.0449952632188797,0.21212086936197413
83,0.04490868002176285,0.2119166817920733
84,0.04482276365160942,0.21171387212842105
85,0.044737495481967926,0.21151240030307425
86,0.04465284198522568,0.21131219081071892
87,0.044568780809640884,0.2111131943049531
88,0.04448528215289116,0.21091534356914662
89,0.0444023460149765,0.21071864183070396
90,0.04431995004415512,0.21052303922410753
91,0.04423809424042702,0.21032853881588923
92,0.0441567599773407,0.21013509934644592
93,0.04407595098018646,0.20994273262055646
