Deep LSTM
Epoch,Mean Squared Error,Root Mean Squared Error
0,0.07688042521476746,0.2772731959904662
1,0.07668890804052353,0.2769276223862898
2,0.07649928331375122,0.2765850381234517
3,0.07631166279315948,0.27624565660505773
4,0.07612606137990952,0.275909516653394
5,0.07594246417284012,0.275576603094022
6,0.07576087862253189,0.27524694116834775
7,0.07558128237724304,0.2749205019223613
8,0.07540366053581238,0.2745972697166022
9,0.0752280056476593,0.2742772423072306
10,0.07505429536104202,0.27396039013157
11,0.07488252222537994,0.27364671060581003
12,0.07471265643835068,0.27333616013683715
13,0.07454469054937363,0.27302873575756387
14,0.074378602206707,0.27272440706087714
15,0.07421435415744781,0.27242311604826747
16,0.07405194640159607,0.27212487280951747
17,0.07389132678508759,0.27182959144487484
18,0.07373248040676117,0.2715372541784298
19,0.07357537001371384,0.27124780185969033
20,0.0734199658036232,0.27096118874042313
21,0.07326623052358627,0.2706773550254736
22,0.07311413437128067,0.2703962543588218
23,0.07296363264322281,0.2701178125248737
24,0.0728146955370903,0.26984198253253755
25,0.07266728579998016,0.2695687033021084
26,0.07252135127782822,0.26929788576561126
27,0.07237687706947327,0.2690295096629239
28,0.07223380357027054,0.26876347142100715
29,0.07209211587905884,0.2684997502402169
30,0.07195174694061279,0.26823822796278085
31,0.0718126893043518,0.2679788971250382
32,0.0716748908162117,0.267721666691756
33,0.07153830677270889,0.2674664591546179
34,0.07140291482210159,0.2672132384858609
35,0.07126867771148682,0.26696194056735284
36,0.07113556563854218,0.26671251496422543
37,0.07100352644920349,0.2664648690713346
38,0.07087253779172897,0.26621896587532784
39,0.07074255496263504,0.2659747261726855
40,0.0706135556101799,0.26573211249335277
41,0.07048551738262177,0.26549108719996944
42,0.07035838067531586,0.26525154226755376
43,0.07023213803768158,0.26501346765340356
44,0.07010675221681595,0.26477679697589807
45,0.06998218595981598,0.264541463592791
46,0.06985841691493988,0.2643074287925708
47,0.06973542273044586,0.26407465370695055
48,0.06961316615343094,0.26384307107337673
49,0.06949163973331451,0.26361266990286053
50,0.069370798766613,0.26338336843205
51,0.06925062835216522,0.2631551412231295
52,0.06913109123706818,0.2629279202311314
53,0.06901218742132187,0.2627017080670049
54,0.06889387220144272,0.26247642218196043
55,0.06877614557743073,0.26225206496313946
56,0.0686589777469635,0.26202858192755135
57,0.06854233890771866,0.2618059183970421
58,0.0684262290596962,0.2615840764643295
59,0.06831062585115433,0.26136301546154983
60,0.06819550693035126,0.26114269457587985
61,0.0680808573961258,0.26092308712746326
62,0.06796666234731674,0.2607041663405415
63,0.0678529217839241,0.260485933946392
64,0.06773959845304489,0.26026832011031403
65,0.0676267072558403,0.26005135503557814
66,0.06751421093940735,0.2598349686616629
67,0.06740210950374603,0.2596191624355684
68,0.06729040294885635,0.2594039378052237
69,0.06717906147241592,0.2591892387280304
