Flat LSTM
Epoch,Mean Squared Error,Root Mean Squared Error
0,0.1053730696439743,0.3246121834496886
1,0.10495011508464813,0.32396005168021585
2,0.10453112423419952,0.32331273441391
3,0.10411622375249863,0.32267045689448953
4,0.10370538383722305,0.3220332030043223
5,0.10329867899417877,0.3214011185328682
6,0.10289609432220459,0.3207742108122232
7,0.10249766707420349,0.32015256843293244
8,0.10210337489843369,0.31953618715011556
9,0.10171322524547577,0.318925109148646
10,0.10132721066474915,0.3183193532676723
11,0.10094532370567322,0.31771893822319314
12,0.1005675345659256,0.31712384736239185
13,0.10019382834434509,0.3165340871760024
14,0.09982419013977051,0.3159496639336249
15,0.09945856034755707,0.3153705128060597
16,0.09909693896770477,0.31479666289162717
17,0.09873927384614944,0.3142280602462954
18,0.0983855277299881,0.313664674023053
19,0.09803564846515656,0.3131064490954419
20,0.09768963605165482,0.31255341311790985
21,0.09734737873077393,0.31200541458566694
22,0.09700888395309448,0.31146249204855225
23,0.09667408466339111,0.3109245642650177
24,0.09634293615818024,0.31039158519228616
25,0.09601536393165588,0.3098634601427795
26,0.09569134563207626,0.3093401778496874
27,0.09537079930305481,0.3088216302383219
28,0.09505371004343033,0.3083078170326376
29,0.09473998099565506,0.30779860460316427
30,0.09442958980798721,0.3072939794528803
31,0.09412246197462082,0.3067938427912477
32,0.09381856769323349,0.3062981679560514
33,0.09351783990859985,0.30580686700693926
34,0.09322021901607513,0.305319863448278
35,0.09292565286159515,0.3048370923322737
36,0.09263408929109573,0.30435848812066296
37,0.09234549850225449,0.3038840214658456
38,0.09205980598926544,0.3034135889990187
39,0.09177695959806442,0.30294712343586366
40,0.09149692952632904,0.3024845938660828
41,0.09121965616941452,0.30202591969798637
42,0.09094508737325668,0.3015710320525774
43,0.09067317098379135,0.30111986149005737
44,0.09040388464927673,0.3006723875737124
45,0.09013716876506805,0.30022852756703194
46,0.08987296372652054,0.29978819811080043
47,0.08961125463247299,0.29935138989567595
48,0.08935198187828064,0.29891801865775947
49,0.0890951082110405,0.29848803696470066
50,0.08884060382843018,0.29806140949212157
51,0.0885884091258049,0.29763805053420994
52,0.08833850175142288,0.29721793645643746
53,0.08809083700180054,0.29680100572909207
54,0.08784536272287369,0.29638718380333806
55,0.08760207891464233,0.2959764837189643
56,0.0873609185218811,0.29556880505540684
57,0.0871218740940094,0.29516414771108196
58,0.08688487112522125,0.2947623977464243
59,0.08664992451667786,0.2943635923762955
60,0.08641696721315384,0.2939676295328345
61,0.0861859917640686,0.2935745080283174
62,0.08595695346593857,0.29318416305445044
63,0.08572982251644135,0.29279655482338135
64,0.08550459146499634,0.29241168147835056
65,0.08528117835521698,0.2920294135103808
66,0.08505961298942566,0.29164981225679826
67,0.0848398432135582,0.2912727986159336
68,0.0846218466758728,0.2908983442302015
69,0.08440558612346649,0.29052639488257603
70,0.08419103920459747,0.2901569216899667
71,0.08397819846868515,0.28978992126829595
72,0.08376703411340714,0.28942535153888493
73,0.08355750888586044,0.2890631572612816
74,0.08334959298372269,0.2887032957617954
75,0.08314327895641327,0.2883457628549677
76,0.082938551902771,0.28799054134254304
77,0.08273536711931229,0.2876375620799764
78,0.08253373205661774,0.287286846299335
79,0.08233358711004257,0.2869382984372121
80,0.08213495463132858,0.28659196539911685
81,0.0819377675652504,0.28624773809630427
82,0.0817420557141304,0.2859056762537785
83,0.08154776692390442,0.28556569633606976
84,0.08135487884283066,0.2852277666056211
85,0.08116339892148972,0.2848919074341876
86,0.08097328990697861,0.28455806069584216
87,0.08078454434871674,0.2842262203751032
88,0.08059713989496231,0.2838963541417225
89,0.08041104674339294,0.2835684163361515
90,0.08022627234458923,0.28324242680888967
91,0.08004279434680939,0.2829183527924786
92,0.07986058294773102,0.2825961481473713
93,0.07967963814735413,0.28227581927496753
94,0.07949991524219513,0.2819572932949157
95,0.07932144403457642,0.28164062923267374
96,0.0791441798210144,0.2813257539241909
97,0.0789681151509285,0.28101266012571124
98,0.0787932351231575,0.2807013272557818
