Piecewise LSTM Part One
Training Statistics
Prediction Mean Squared Error,0.034536056220531464
Learned Reduction MSE,0.10617770254611969
Increase MSE on Test,0.0020415522158145905
Training Percent Change MSE,-76.56739950180054

Piecewise LSTM Part Two
Training Statistics
Prediction Mean Squared Error,0.013439814560115337
Learned Reduction MSE,0.05364381894469261
Increase MSE on Test,0.0010174727067351341
Training Percent Change MSE,-81.19711875915527

Reasoner Support Test Data Evaluation

Saved Test Data From Previous LSTM Evaluation

Testing Statistic
Increase MSE on Saved,0.006066950038075447

String Distance:
Levenshtein Distance From Reasoner to Random Data,3418
Levenshtein Distance From Random to Reasoner Data,3486
Levenshtein Distance From Reasoner to Predicted Data,480
Levenshtein Distance From Prediction to Reasoner Data,2021
Average Levenshtein Distance From Reasoner to Random Statement,2.9064625850340136
Average Levenshtein Distance From Random to Reasoner Statement,0.9880952380952381
Average Levenshtein Distance From Reasoner to Predicted Statement,0.40816326530612246
Average Levenshtein Distance From Prediction to Reasoner Statement,1.7185374149659864

Prediction Accuracy For this Distance Measure
True Positives,107
False Positives,1069
False Negatives,1069
Precision,0.09098639455782313
Recall,0.09098639455782313
F1 Score,0.09098639455782313

Random Accuracy For this Distance Measure
True Positives,0
False Positives,3528
False Negatives,1176
Precision,0.0
Recall,0.0
F1 Score,0

Custom Label Distance:
Custom Distance From Reasoner to Random Data,54352
Custom Distance From Random to Reasoner Data,122109
Custom Distance From Reasoner to Predicted Data,28968
Custom Distance From Predicted to Reasoner Data,31413
Average Custom Distance From Reasoner to Random Statement,46.21768707482993
Average Custom Distance From Random to Reasoner Statement,34.61139455782313
Average Custom Distance From Reasoner to Predicted Statement,24.632653061224488
Average Custom Distance From Prediction to Reasoner Statement,26.711734693877553

Prediction Accuracy For this Distance Measure
True Positives,107
False Positives,1069
False Negatives,1069
Precision,0.09098639455782313
Recall,0.09098639455782313
F1 Score,0.09098639455782313

Random Accuracy For this Distance Measure
True Positives,0
False Positives,3528
False Negatives,1176
Precision,0.0
Recall,0.0
F1 Score,0

Deep LSTM

Training Statistics
Prediction Mean Squared Error,0.025176720693707466
Learned Reduction MSE,0.049697861075401306
Increase MSE on Test,0.021550800651311874
Training Percent Change MSE,-93.20018291473389

Test Data Evaluation

String Distance:
Levenshtein Distance From Reasoner to Random Data,3400
Levenshtein Distance From Random to Reasoner Data,3474
Levenshtein Distance From Reasoner to Predicted Data,482
Levenshtein Distance From Prediction to Reasoner Data,1090
Average Levenshtein Distance From Reasoner to Random Statement,2.891156462585034
Average Levenshtein Distance From Random to Reasoner Statement,0.9846938775510204
Average Levenshtein Distance From Reasoner to Predicted Statement,0.4098639455782313
Average Levenshtein Distance From Prediction to Reasoner Statement,0.9268707482993197

Prediction Accuracy For this Distance Measure
True Positives,623
False Positives,553
False Negatives,553
Precision,0.5297619047619048
Recall,0.5297619047619048
F1 Score,0.5297619047619048

Random Accuracy For this Distance Measure
True Positives,0
False Positives,3528
False Negatives,1176
Precision,0.0
Recall,0.0
F1 Score,0

Custom Label Distance:
Custom Distance From Reasoner to Random Data,48446
Custom Distance From Random to Reasoner Data,121760
Custom Distance From Reasoner to Predicted Data,19814
Custom Distance From Predicted to Reasoner Data,25350
Average Custom Distance From Reasoner to Random Statement,41.195578231292515
Average Custom Distance From Random to Reasoner Statement,34.512471655328795
Average Custom Distance From Reasoner to Predicted Statement,16.848639455782312
Average Custom Distance From Prediction to Reasoner Statement,21.556122448979593

Prediction Accuracy For this Distance Measure
True Positives,623
False Positives,553
False Negatives,553
Precision,0.5297619047619048
Recall,0.5297619047619048
F1 Score,0.5297619047619048

Random Accuracy For this Distance Measure
True Positives,0
False Positives,3528
False Negatives,1176
Precision,0.0
Recall,0.0
F1 Score,0

Flat LSTM

Training Statistics
Prediction Mean Squared Error,0.02016409859061241
Learned Reduction MSE,0.07884502410888672
Increase MSE on Test,0.003383886069059372
Training Percent Change MSE,-82.45210647583008

Test Data Evaluation

String Distance:
Levenshtein Distance From Reasoner to Random Data,3404
Levenshtein Distance From Random to Reasoner Data,3481
Levenshtein Distance From Reasoner to Predicted Data,608
Levenshtein Distance From Prediction to Reasoner Data,2038
Average Levenshtein Distance From Reasoner to Random Statement,2.8945578231292517
Average Levenshtein Distance From Random to Reasoner Statement,0.9866780045351474
Average Levenshtein Distance From Reasoner to Predicted Statement,0.5170068027210885
Average Levenshtein Distance From Prediction to Reasoner Statement,1.7329931972789117

Prediction Accuracy For this Distance Measure
True Positives,102
False Positives,1074
False Negatives,1074
Precision,0.08673469387755102
Recall,0.08673469387755102
F1 Score,0.08673469387755102

Random Accuracy For this Distance Measure
True Positives,0
False Positives,3528
False Negatives,1176
Precision,0.0
Recall,0.0
F1 Score,0

Custom Label Distance:
Custom Distance From Reasoner to Random Data,50631
Custom Distance From Random to Reasoner Data,123274
Custom Distance From Reasoner to Predicted Data,31140
Custom Distance From Predicted to Reasoner Data,33445
Average Custom Distance From Reasoner to Random Statement,43.05357142857143
Average Custom Distance From Random to Reasoner Statement,34.94160997732426
Average Custom Distance From Reasoner to Predicted Statement,26.479591836734695
Average Custom Distance From Prediction to Reasoner Statement,28.439625850340136

Prediction Accuracy For this Distance Measure
True Positives,102
False Positives,1074
False Negatives,1074
Precision,0.08673469387755102
Recall,0.08673469387755102
F1 Score,0.08673469387755102

Random Accuracy For this Distance Measure
True Positives,0
False Positives,3528
False Negatives,1176
Precision,0.0
Recall,0.0
F1 Score,0
